date_permit_issued,model_year,make,model,province_of_registration
2017-08-28,2009,VW,JETTA,PE
2017-09-18,2014,HONDA,CIVIC,PE
2017-09-15,2015,NISSAN,VERSA,PE
2017-09-14,2015,JEEP,PATRIOT,PE
2017-09-06,2007,HONDA,FITT,PE
2017-09-19,2003,SUBARU,LEGACY,PE
2017-08-28,2015,VW,GOLF,PE
2017-09-14,2006,TOYOTA,COROLLA,PE
2017-09-06,2008,HONDA,CIVIC,PE
2017-09-06,2014,HONDA,ACCORD,PE
2017-09-15,2009,HONDA,CRV,PE
2017-09-18,2007,MAZDA,3,PE
2017-09-06,2006,HYUNDAI,ELANTRA,PE
2017-09-19,2007,CHEV,MALIBU,PE
2017-09-06,2015,HONDA,CIVIC,PE
2017-09-15,2005,CHEV,MALIBU,PE
2017-09-06,2009,CHEV,MALIBU,NS
2017-09-06,2009,PONTIAC,G3,NB
2017-09-18,2007,HYUNDAI,ELANTRA,NS
2017-09-18,2012,HYUNDAI,TUSCON,PE
2017-09-15,2017,HYUNDAI,SONATA,PE
2017-09-22,2009,DODGE,CHARGER,NS
2017-09-14,2012,SUBARU,OUTBACK,PE
2017-09-14,2017,SUBARU,LEGACY,PE
2017-09-18,2005,NISSAN,SENTRA,PE
2017-09-19,2016,HONDA,CIVIC,NL
2017-09-06,2016,TOYOTA,PRIUS,PE
2017-08-28,2013,VW,TIGUAN,PE
2017-09-14,2005,TOYOTA,ECHO,NB
2017-09-06,2004,MAZDA,6,PE
2017-09-06,2011,NISSAN,VERSA,PE
2017-09-06,2014,VW,PASSAT,PE
2017-09-08,2008,FORD,ESCAPE,PE
2017-09-06,2010,HYUNDAI,ACCENT,PE
2017-09-06,2016,HYUNDAI,ACCENT,PE
2017-09-15,2004,FORD,RANGER,PE
2017-09-14,2008,HONDA,CIVIC,PE
2017-09-06,2006,TOYOTA,COROLLA,PE
2017-09-15,2010,TOYOTA,COROLLA,PE
2017-09-06,2014,TOYOTA,COROLLA,PE
2017-09-19,2012,HONDA,CIVIC,NB
2017-09-06,2016,JEEP,CHEROKEI,PE
2017-09-06,2017,DODGE,RAM,PE
2017-09-22,2013,HONDA,CIVIC,PE
2017-09-06,2007,VW,RABBIT,PE
2017-09-14,2013,HYUNDAI,ELANTRA,PE
2017-09-25,2008,FORD,ESCAPE,PE
2017-08-28,2006,NISSAN,X-TRAIL,NS
2017-09-14,2009,MAZDA,3 HATCHBACK,NB
2017-08-28,2014,FORD,ESCAPE,NS
2017-08-28,2010,CHEVROLET,COLORAD,NB
2017-09-15,2010,HONDA,ACCORD,OH
2017-08-28,2011,FORD,ESCAPE,WA
2017-08-29,2004,HONDA,CIVIC,ME
2017-09-06,2009,FORD,EDGE,NJ
2017-09-18,2007,TOYOTA,RAV 4,CT
2017-09-14,2010,TOYOTA,RAV4,PA
2017-08-28,2006,NISSAN,FRONTIER,ME
2017-08-28,2010,SUBARU,FORESTER,NH
2017-08-28,2006,MERCURY,MARINER,PE
2017-09-18,2002,BUICK,CENTURY,ME
2017-08-28,2014,MAZDA,CX5,ME
2017-09-11,2014,MAZDA,CX5,PE
2017-08-28,2016,TOYOTA,TUNDRA,PE
2017-09-18,2009,TOYOTAL,RAV4,PE
2017-08-28,2004,TOYOTA,TACOMA,RI
2017-08-28,2007,TOYOTA,YARIS,PE
2017-09-15,2009,FORD,ESCAPE,VA
2017-08-28,2014,CHEV,EQUINOX,NY
2017-09-18,2005,TOYOTA,PRIUS,NH
2017-08-28,2002,HONDA,ACCORD,NJ
2017-09-14,2015,MAZDA,CX-5,NM
2017-08-28,2007,TOYOTA,YARIS,ME
2017-09-19,2017,SUBARU,,NY
2017-09-15,2008,HYUNDAI,ACCENT,PE
2017-08-28,2009,CHEV,AVEO,NS
2017-09-19,2006,HONDA,CIVIC,PE
2017-08-28,2009,ACURA,MDX,NS
2017-09-15,2010,MAZDA,3,NB
2017-09-14,2011,CHEV,CRUZE,NS
2017-09-20,2016,MAZDA,CX5,NL
2017-09-15,2006,VW,JETTA,PE
2017-09-19,2001,VW,GOLF,NS
2017-09-15,2013,HYUNDAI,ELANTRA,NB
2017-09-18,2009,HONDA,CIVIC,PE
2017-08-28,2016,HONDA,CIVIC,NS
2017-09-19,2013,HONDA,CIVIC,NS
2017-09-06,2012,DODGE,RAM 1500,NL
2017-08-28,2011,CHEV,CRUZE,NB
2017-09-18,2013,DODGE,AVENGER,PE
2017-09-19,2007,TOYOTA,YARIS,PE
2017-09-06,2002,FORD,TAURUS SE,NB
2017-08-28,2017,FORD,LARIET F150,PE
2017-08-28,2007,FORD,FUSION,PE
2017-09-06,2017,TOYOTA,COROLLA,PE
2017-09-06,2012,HONDA,CIVIC,NB
2017-09-06,2005,FORD,FUSION,NB
2017-09-06,2005,MAZDA,Z,NB
2017-09-15,2002,SUBARU,FORRESTER,PE
2017-09-18,2006,HONDA,CIVIC,PE
2017-09-20,2011,TOYOTA,COROLLA,NB
2017-09-15,2009,NISSAN,PATHFINDER,NB
2017-09-06,2008,SUBARU,IMPREZA,NS
2017-08-28,2013,TOYOTA,RAV 4,PE
2017-08-28,2015,HONDA,ACCORD,PE
2017-09-19,2003,TOYOTA,COROLLA,NS
2017-09-18,2010,TOYOTA,COROLLA,PE
2017-09-18,2010,KIA,RONDO,PE
2017-09-18,2012,DODGE,AVENGER,PE
2017-09-18,2004,HONDA,CIVIC,PE
2017-09-18,2013,HYUNDAI,ACCENT,PE
2017-08-29,2009,TOYOTA,MATRIX,PE
2017-09-19,2014,SUBARU,CROSSTREK,PE
2017-09-18,2008,PONTIAC,G5,NS
2017-09-19,2007,MAZDA,6 GS SON,PE
2017-09-19,2015,HONDA,CIVIC,NS
2017-09-19,2004,HONDA,CIVIC,NB
2017-09-06,2013,NISSAN,ALTIMA,NS
2017-09-06,2008,FORD,FOCUS,NB
2017-09-15,2009,MAZDA,3,PE
2017-09-15,2004,TOYOTA,MATRIX,NB
2017-08-28,2009,HYUNDAI,ELANTRA,PE
2017-08-28,2017,VW,JETTA,PE
2017-09-19,2015,FORD,ESCAPE,ON
2017-09-18,2016,HONDA,CIVIC,PE
2017-09-18,2016,HONDA,PILOT,PE
2017-09-14,2009,MAZDA,3,PE
2017-09-15,2008,HONDA,CIVIC,PE
2017-09-15,2007,VW,GOLF,PE
2017-09-06,2017,MAZDA,3,NS
2017-09-19,2013,KIA,RIO,PE
2017-09-19,2012,FORD,FIESTA,NS
2017-10-23,2008,HYUNDAI,SONATA,NS
2017-09-15,2006,SMART,FORTWO,PE
2017-09-19,2006,TOYOTA,COROLLA,PE
2017-09-14,2010,TOYOTA,COROLLA,PE
2017-09-06,2007,HYUNDAI,ACCENT,PE
2017-09-19,2009,CHEV,AVEO,PE
2017-09-19,2014,DODGE,CARAVAN,PE
2017-09-14,2013,TOYOTA,RAV 4,PE
2017-09-19,2013,HONDA,FIT,NL
2017-09-19,2007,SATURN,ION,PE
2017-09-18,2007,HONDA,CIVIC,PE
2017-09-18,2009,CHEV,COBALT,PE
2017-09-19,2012,HYUNDAI,ELANTRA,PE
2017-09-14,2004,TOYOTA,CAMRY,QC
2017-09-06,2007,HONDA,FIT,NS
2017-09-06,2008,MAZDA,3,NB
2017-08-28,2007,HONDA,CIVIC,PE
2017-08-28,2006,NISSAN,XTRAIL,PE
2017-08-29,2008,DODGE,CIVIC,PE
2017-09-18,2005,DODGE,SX-2,PE
2017-09-19,2004,TOYOTA,SIENNA,PE
2017-09-18,2010,MAZDA,3,PE
2017-09-14,2010,TOYOTA,COROLLA,PE
2017-09-14,2007,HONDA,CIVIC,PE
2017-09-06,2007,VW,GOLF,NS
2017-09-18,2007,SATURN,ION,PE
2017-09-14,2008,TOYOTA,MATRIX,PE
2017-09-06,2011,SUBARU,OUTBACK,NB
2017-09-18,2005,TOYOTA,CAMRY,PE
2017-09-18,2009,HONDA,CIVIC,PE
2017-09-19,2009,KIA,RIO,PE
2017-06-09,2004,TOYOTA,COROLLA,PE
2017-09-19,2007,FORD,EXPLORER,NB
2017-09-18,2010,HONDA,ACCORD,PE
2017-09-19,2008,HYUNDAI,ELANTRA,PE
2017-09-15,2000,HONDA,ACCORD,PE
2017-09-15,2013,HONDA,CIVIC,PE
2017-09-19,2011,HONDA,CIVIC,PE
2017-09-19,2013,KIA,FORTE,PE
2017-09-18,2012,TOYOTA,CAMRY,PE
2017-09-19,2016,VW,GTA,ON
2017-09-18,2004,HONDA,CIVIC,PE
2017-08-28,2003,TOYOTA,COROLLA,PE
2017-09-19,2007,HONDA,CRV,PE
2017-09-19,2009,TOYOTA,CAMRY,PE
2017-09-06,2007,TOYOTA,YAIS,PE
2017-08-28,2007,TOYOTA,YARIS,PE
2017-09-15,2013,VW,JETTA,PE
2017-09-15,2014,HONDA,PILOT,PE
2017-09-19,2010,DODGE,CARAVAN,PE
2017-09-06,2004,TOYOTA,CARMY,NS
2017-09-06,2009,SUZUKI,4X4,PE
2017-08-28,2010,NISSAN,VERSA,NS
2017-09-19,2010,HYUNDAI,SANTA FE,PE
2017-09-15,2016,GMC,Z71,PE
2017-09-19,2010,HONDA,CIVIC,PE
2017-09-18,2005,PONTIAC,WAVE,PE
2017-09-06,2016,NISSAN,ROGUE,NB
2017-09-15,2017,HYUNDAI,ACCENT,PE
2017-09-15,2015,HYUNDAI,ELANTRA,PE
2017-09-18,2005,TOYOTA,ECHO,PE
2017-09-15,2005,TOYOTA,RAV4,PE
2017-09-15,2009,CHEVY,COBALT,PE
2017-09-19,2004,NISSAN,SENTRA,PE
2017-08-29,2009,TOYOTA,COROLLA,PE
2017-08-29,2012,TOYOTA,CAROLLA,PE
2017-09-15,2005,TOYOTA,ECHO,PE
2017-09-06,2009,CHRYSLER,SEBRING,PE
2017-09-15,2007,MAZDA,3,PE
2017-09-19,2009,MAZDA,6,PE
2017-09-06,2003,TOYOTA,ECHO,PE
2017-09-06,2007,KIA,RONDO,PE
2017-09-19,2009,HYUNDAI,SONATA,PE
2017-09-15,2008,HYUNDAI,ACCENT,PE
2017-09-18,2005,TOYOTA,ECHO,PE
2017-09-19,2010,KIA,SOUL,NL
2017-08-28,2014,JEEP,CHEROKEE,NB
2017-09-06,2008,SUZZUKI,SWIFT,NB
2017-09-15,2010,SUBARU,FORRESTER,PE
2017-09-06,2004,FORD,EXPLORER,PE
2017-09-18,2008,TOYOTA,RAV 4,PE
2017-09-19,2013,HYUNDAI,TUSCON,PE
2017-09-18,2004,HONDA,ACCORD,PE
2017-09-06,2007,SATURN,ION,PE
2017-09-19,2010,MAZDA,3,PE
2017-09-06,2016,JEEP,RANGER,NS
2017-09-19,2008,CHEVY,COBALT,NS
2017-09-15,2012,FORD,FOCUS,PE
2017-09-15,1998,TOYOTA,COROLLA,PE
2017-09-19,2004,AUDI,A4,PE
2017-09-18,2008,CHEV,TRAILBLAZER,PE
2017-08-28,2005,FORD,FOCUS,PE
2017-09-06,2006,PONTIAC,G5,PE
2017-09-19,2015,FORD,ESCAPE,PE
2017-09-18,2009,HONDA,CIVIC,NS
2017-09-19,2004,CHEV,AVEO,PE
2017-09-18,2005,SATURN,ION,PE
2017-09-18,2011,TOYOTA,RAV 4,PE
2017-09-14,2005,FREESTAR,SPORT,PE
2017-09-18,2005,NISSAN,ALTIMA,PE
2017-09-19,2007,TOYOTA,CAMRY,PE
2017-09-19,2013,HONDA,CIVIC,PE
2017-09-19,1997,FORD,F-150,NB
2017-09-18,2003,FORD,TAURUS SE,PE
2017-09-15,2009,VW,GOLF,PE
2017-09-14,2010,CHEV,COBALT,PE
2017-09-15,2005,ACURA,,PE
2017-09-19,2010,TOYOTA,COROLLA,PE
2017-09-15,2001,FORD,ESCAPE,PE
2017-09-18,2012,FORD,EDGE,NS
2017-09-19,2007,DODGE,RAM 1500,PE
2017-09-19,2010,TOYOTA,YARIS,PE
2017-09-18,2008,HYUNDAI,ELANTRA,PE
2017-09-19,2016,DODGE,JOURNEY,PE
2017-09-15,2009,KIA,RIO,PE
2017-09-06,2006,INFINITY,G35,NB
2017-09-18,2009,TOYOTA,COROLLA,PE
2017-09-18,2004,TOYOTA,SIENA,PE
2017-09-06,2004,PONTIAC,VIBE,PE
2017-09-19,2010,CHEV,COBALT,PE
2017-09-06,2006,HONDA,CIVIC,PE
2017-09-06,2007,HONDA,CIVIC,PE
2017-08-28,2012,FORD,FIESTA SE,PE
2017-09-18,2008,FORD,RANGER,BC
2017-09-19,2011,JEEP,COMPASS,NS
2017-09-15,2005,HONDA,CIVIC,PE
2017-09-19,2007,KIA,SPECTRA,PE
2017-09-14,2016,CHEV,MALIBU,PE
2017-09-15,2007,PONTIAC,G5,PE
2017-09-15,2009,FORD,FUSION,PE
2017-09-19,2007,HONDA,CRV,NB
2017-09-19,2013,KIA,FORTE,NB
2017-08-28,2007,VW,GULF,NS
2017-09-19,2010,RIA,RONDO,NS
2017-09-15,2010,GM,ACADIA,PE
2017-09-15,2016,NISSAN,SENTRA,PE
2017-09-19,2014,HONDA,CIVIC,NB
2017-09-06,2005,MINI,COOPER,NB
2017-09-06,2013,HYUNDAI,ACCENT,NS
2017-08-29,2007,HONDA,CRV,PE
2017-09-14,2006,TOYOTA,MATRIX,PE
2017-09-19,2007,HONDA,ACCORD,PE
2017-09-15,2017,CIVIC,HONDA,PE
2017-09-06,2012,HYUNDAI,ELANTRA,PE
2017-09-06,2017,KIA,SPORTAGE,PE
2017-09-15,2007,MAZDA,3,PE
2017-09-15,2013,FORD,EDGE,PE
2017-09-19,2008,VW,JETTA,PE
2017-09-19,2010,TOYOTA,COROLLA,PE
2017-09-18,2008,PT,CRUISER,VA
2017-09-14,2007,TOYOTA,COROLLA,ID
2017-09-14,2011,HONDA,ACCORD,ME
2017-09-18,2006,HYUNDAI,ELANTRA,PE
2017-09-18,2008,JEEP,PATRIOT,PE
2017-09-22,2008,TOYOTA,YARIS,PE
2017-08-28,2004,ACURA,EI,NS
2017-09-18,2014,FORD,ESCAPE,NB
2017-09-19,2012,NISSAN,SENTRA,NB
2017-09-19,2016,VW,GOLF,PE
2017-09-19,2008,TOYOTA,YARIS,NB
2017-08-29,2006,HONDA,CIVIC,NS
2017-09-18,2012,HYUNDAI,ELANTRA,PE
2017-09-18,2007,CIVIC,HONDA,PE
2017-09-19,2013,FORD,FOCUS,NB
2017-09-15,2007,KIA,SPECTRA LX,PE
2017-09-19,2004,TOYOTA,CAMRY,NS
2017-09-15,2007,VW,GTI,PE
2017-08-28,2005,TOYOTA,COROLLA,PE
2017-09-18,2003,HONDA,ACCORD,PE
2017-09-15,2008,TOYOTA,YARIS,QC
2017-09-18,2007,DODGE,CALIBER,PE
2017-09-19,2007,MINI,COOPER,PE
2017-09-18,2010,NISSAN,ROGUE,PE
2017-09-19,2009,HONDA,CIVIC,PE
2017-09-18,2004,JEEP,CHEROKEE,PE
2017-09-18,2009,HYUNDAI,ACCENT,PE
2017-09-14,2009,TOYOTA,COROLLA,PE
2017-09-18,2008,HONDA,CIVIC,PE
2017-09-14,2005,SATURN,ION,PE
2017-09-19,2008,FORD,EDGE,PE
2017-09-15,2010,HONDA,CIVIC,PE
2017-09-15,2013,HONDA,CIVIC,PE
2017-09-15,2007,PONTIAC,G6,PE
2017-08-28,2013,CHEV,CRUISE,PE
2017-09-18,2008,DODGE,CALIBER,PE
2017-09-18,2008,HONDA,CIVIC,PE
2017-09-06,2006,TOYOTA,COROLLA,PE
2017-09-18,2006,FORD,FUSION,PE
2017-08-28,2010,FORD,FOCUS,PE
2017-09-18,2004,HONDA,CIVIC,PE
2017-09-15,2010,HYUNDAI,ELANTRA,PE
2017-09-06,2007,HONDA,CIVIC,PE
2017-09-19,2006,MITSUBISHI,ECLIPS,PE
2017-09-06,2006,CHEV,MALIBU LT,PE
2017-08-28,2004,TOYOTA,SIENNA,PE
2017-09-15,2012,CIVIC,HONDA,NB
2017-09-15,2008,KIA,SPECTRA,PE
2017-09-18,2003,VW,BEETLE,PE
2017-09-18,2010,TOYOTA,MATRIX,PE
2017-09-18,2016,TOYOTA,COROLLA,PE
2017-09-15,2017,HYUNDAI,ELANTRA,PE
2017-09-06,2004,TOYOTA,COROLLA,PE
2017-09-19,2003,MAZDA,PROGEGE,PE
2017-08-28,2005,TOYOTA,ECHO,PE
2017-09-15,2012,HYUNDAI,ACCENT,PE
2017-09-19,2008,PONTIAC,G5,PE
2017-08-28,2004,FORD,RANGER,PE
2017-08-28,2005,HONDA,CIVIC,PE
2017-08-28,2013,CHEV,EQUINOX,PE
2017-09-06,2013,HONDA,CIVIC,PE
2017-09-14,2009,HONDA,CIVIC,PE
2017-08-28,2003,CIVIC,HONDA,PE
2017-08-29,2017,TOYOTA,CAROLLA,PE
2017-09-15,2009,VW,JETTA,PE
2017-09-18,2009,CHEV,SILVERADO,PE
2017-09-18,2017,CHEV,SILVERADO,PE
2017-09-19,2007,FORD,FOCUS,PE
2017-09-15,2008,PONTIAC,G6,PE
2017-09-06,2009,HYUNDAI,ELANTRA,PE
2017-09-19,2011,HYUNDAI,ELANTRA,PE
2017-09-19,2006,HYUNDAI,ELANTRA,PE
2017-09-18,2005,CHRYSLER,300,PE
2017-09-18,2017,DODGE,RAM,PE
2017-09-19,2009,HONDA,CRV,ON
2017-09-19,2012,FORD,FOCUS,PE
2017-09-18,2003,TOYOTA,COROLLA,PE
2017-09-18,2005,TOYOTA,CAMRY,PE
2017-08-28,2007,CHEV,EQUINOX,PE
2017-08-29,2017,HONDA,CIVIC,PE
2017-08-29,2010,TOYOTA,MATRIX,PE
2017-08-29,2007,VW,JETTA,PE
2017-09-18,2006,HONDA,CIVIC,PE
2017-09-06,2005,HONDA,CIVIC,PE
2017-09-06,2010,HONDA,CIVIC,PE
2017-08-29,1997,TOYOTA,CAMRY,PE
2017-08-28,2008,TOYOTA,YARIS,PE
2017-09-19,1999,TOYOTA,CAMRI,PE
2017-09-18,2001,FORD,TAURUS,PE
2017-09-19,2016,CIVIC,HONDA,PE
2017-09-19,1998,TOYOTA,RAV 4,PE
2017-09-18,2011,VW,JETTA,PE
2017-09-15,2005,TOYOTA,ECHO,PE
2017-09-19,2007,TOYOTA,COROLLA,PE
2017-09-19,2000,CHRYSLER,INTREPID,NS
2017-09-18,2009,TOYOTA,COROLLA,PE
2017-09-19,2012,CHEV,SONIC,PE
2017-09-15,2003,TOYOTA,COROLLA,PE
2017-09-15,2017,NISSAN,MICRA,PE
2017-09-06,2012,FIAT,500C,NU
2017-09-19,2008,MITSUBISHI,LANCER,PE
2017-09-18,2007,HONDA,CIVIC,PE
2017-09-15,2007,HONDA,CIVIC,PE
2017-09-19,2012,HONDA,CIVIC,PE
2017-09-19,2007,TOYOTA,YARIS,PE
2017-08-29,2015,GMC,CANYON,NS
2017-08-28,2005,FORD,ESCAPE,PE
2017-08-28,2015,MAZDA,3,PE
2017-09-19,2016,HONDA,CIVIC,NL
2017-08-29,2011,KIA,FORTE,PE
2017-09-19,2007,VW,GOLF,PE
2017-09-19,2008,HONDA,CIVIC,NS
2017-09-18,2005,CIVIC,HONDA,PE
2017-09-18,2012,NISSAN,ALTIMA,PE
2017-09-19,2003,TOYOTA,COROLLA,PE
2017-08-28,2008,MITSUBISHI,LANCER,PE
2017-09-18,2006,TOYOTA,COROLLA,PE
2017-09-19,2009,CHEV,COBALT,PE
2017-09-06,2008,HONDA,CIVIC,PE
2017-08-28,2008,HONDA,CIVIC,PE
2017-09-18,2014,NISSAN,NOTE,NB
2017-09-15,2005,DODGE,DAKOTA,PE
2017-09-19,2007,MAZDA,3,PE
2017-09-19,2012,TOYOTA,PRIUS,PE
2017-08-29,2010,HYUNDAI,ELANTRA,ON
2017-08-28,2012,HONDA,CIVIC,PE
2017-08-29,2013,HYUNDAI,ELANTRA,ON
2017-08-28,2003,TOYOTA,4RUNNER,CA
2017-08-28,2006,PONTIAC,PERSUIT,PE
2017-09-06,2011,FORD,FOCUS,PE
2017-09-06,2007,PONTIAC,G5,PE
2017-09-14,2013,CHEV,CRUZ,PE
2017-09-14,2006,VW,JETTA,PE
2017-08-29,2016,FORD,FIESTA,PE
2017-09-19,2017,TOYOTA,COROLLA,QC
2017-08-28,2006,CHRYSLER,300,PE
2017-09-18,2003,TOYOTA,COROLLA,PE
2017-09-18,2007,HONDA,CIVIC,PE
2017-09-18,2007,PONTIAC,G5,PE
2017-09-19,2009,CHEV,IMPALA,PE
2017-09-14,2003,CHEV,CORVETTE,PE
2017-08-29,2011,FORD,FOCUS,PE
2017-09-14,2014,NISSAN,ALTIMA,PE
2017-09-18,2001,BMW,540I,PE
2017-09-15,2017,HONDA,FIT,PE
2017-09-19,2005,BMW,X3,PE
2017-09-14,2004,CHEV,SILVERADO,PE
2017-09-18,2005,WV,JETTA,PE
2017-09-14,2009,HONDA,CIVIC,NB
2017-09-18,2006,FORD,FOCUS,ON
2017-08-29,2009,TOYOTA,COROLLA,PE
2017-09-19,2017,TOYOTA,COROLLA,NL
2017-09-15,2011,HYUNDAI,SANTE FE,ON
2017-09-06,2007,CHEV,SILVERADO,NB
2017-08-28,2008,FORD,CROW VIC,PE
2017-08-28,2012,HYUNDAI,ACCENT,PE
2017-08-28,2015,VW,JETTA,NS
2017-09-06,2015,CHEVY,TRAX,ME
2017-09-19,2001,TOYOTA,AVALON,PE
2017-09-19,2003,TOYOTA,COROLLA,PE
2017-09-19,2003,TOYOTA,CAMRY,PE
2017-08-28,2016,KIA,SORENTO,PE
2017-09-18,2008,NISSAN,ROGUE,PE
2017-08-28,2005,TOYOTA,PRIUS,NJ
2017-09-14,2006,TOYOTA,RAV 4,TX
2017-09-18,2012,SUBARU,FORRESTER,PA
2017-09-14,2004,TOYOTA,CAMRY,ME
2017-08-28,2017,HONDA,FIT,PE
2017-09-19,2008,SATURN,ASTRA,NS
2017-08-29,2009,HONDA,CIVIC,PE
2017-09-19,2004,TOYOTA,COROLLA,PE
2017-09-19,2014,HONDA,CIVIC,PE
2017-09-15,2013,HYUNDAI,ELANTRA,ON
2017-09-22,2008,PONTIAC,G5,PE
2017-09-19,2005,CHEV,COBALT,PE
2017-09-19,2008,SATURN,ASTRA,PE
2017-09-19,2007,CHEV,COLORADO,PE
2017-09-19,2015,DODGE,JOURNEY,PE
2017-09-06,2008,KIA,SPECTRA,PE
2017-09-19,2006,SATURN,ION,PE
2017-09-19,2011,KIA,FORTE,PE
2017-09-06,2013,CHEV,MALIBU,PE
2017-09-21,2006,TOYOTA,COROLLA,NS
2017-09-19,2010,NISSAN,SENTRA,PE
2017-09-18,2010,TOYOTA,MATRIX,NS
2017-09-06,2015,KIA,SORENTO,PE
2017-09-18,2014,TOYOTA,RAV 4,RI
2017-09-14,2015,HONDA,CRV,NH
2017-09-18,2004,JEEP,GRAND CHEROK,CT
2017-08-29,2017,FORD,FUSION,PE
2017-09-19,2003,NISSAN,XTERRA,NS
2017-08-29,2008,CIVIC,HONDA,PE
2017-09-14,2002,TOYOTA,COROLLA,PE
2017-08-29,2016,TOYOTA,COROLLA,PE
2017-09-19,2008,JEEP,COMPASS,NB
2017-09-06,2006,HONDA,CIVIC,PE
2017-09-06,2007,JEEP,COMPASS,PE
2017-09-19,2008,TOYOTA,YARIS,PE
2017-09-19,2006,SUZUKI,GRAND VICO,PE
2017-09-19,2006,MAZDA,3,PE
2017-09-14,2010,MAZDA,3,VT
2017-10-10,2010,HONDA,CIVIC,NS
2017-09-19,2017,MAZDA,2 SEDAN,NS
2017-08-28,2007,HONDA,CRV,PE
2017-09-18,2000,TOYOTA,ECHO,PE
2017-09-18,2017,HONDA,CIVIC,PE
2017-08-28,2009,CHEVY,COBALT,NS
2017-08-28,2009,NISSAN,VERSA,PE
2017-09-19,2009,PONTIAC,VIBE,NB
2017-09-18,2004,CHEV,CARALIER,MD
2017-08-28,2013,FORD,ESCAPE,NU
2017-08-28,2016,SUBARU,CROSSTREK,AB
2017-09-14,2003,HONDA,CIVIC,ME
2017-09-14,2013,HYUNDAI,TUSCON,PA
2017-09-14,2013,HYUNDAI,TUSCON,PE
2017-08-28,2017,TOTOTA,YARIS,PE
2017-09-14,2007,FORD,TAURUS,AB
2017-09-15,2010,JEEP,WRANGLER,PE
2017-09-06,2009,HONDA,CIVIC,NB
2017-09-06,2013,HYUNDAI,SANTA FE,NB
2017-09-18,2011,TOYOTA,RAV4,PE
2017-09-18,2008,CHEV,EQUINOX,PE
2017-09-18,2011,MAZDA,2,NL
2017-09-14,2007,VW,GOLF,NL
2017-09-06,2015,HONDA,CIVIC,NS
2017-09-14,2011,SUBARU,LEGACY,NS
2017-09-14,2017,HONDA,CIVIC,NB
2017-09-19,2017,CHEV,CRUZE,ON
2017-09-06,2001,FORD,F150,PE
2017-09-18,2009,TOYOTA,COROLLA,PE
2017-09-14,2014,NISSAN,SENTRA,VT
2017-09-18,2014,TOYOTA,COROLLA,PE
2017-09-19,2015,VW,JETTA,PE
2017-08-29,2015,MAZDA,CX5,PE
2017-09-19,2009,NISSAN,MAXIMA,PE
2017-08-29,2010,MAZDA,3,NB
2017-09-06,2008,FORD,FUSION,PE
2017-09-20,2008,FORD,ESCAPE,PE
2017-09-06,2009,DODGE,JOURNEY,PE
2017-09-19,2015,SCION,TC,NL
2017-09-06,1993,AUDI,90,NS
2017-09-06,2010,TOYOTA,MATRIX,PE
2017-09-18,2010,HONDA,CIVIC,PE
2017-09-18,2014,FORD,F150,PE
2017-09-18,2013,DODGE,CARAVAN,PE
2017-09-06,2009,FORD,ESCAPE,NS
2017-08-29,2012,CHEV,VOLT,PE
2017-09-06,2006,CHEV,COLORADO,ON
2017-09-06,2008,BUICK,ALLURE,QC
2017-09-06,2010,NISSAN,SENTRA,NF
2017-09-06,2009,HYUNDAI,ACCENT,QC
